PM2.5,PM10,NO,NO2,NOx,CO,SO2,AQI
0.068477,0.171112,0.161445,0.116345,0.225071,0.016097,0.099252,0.068762
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.064833
0.077109,0.177912,0.033738,0.068167,0.081026,0.011433,0.110653,0.075375
0.070962,0.118118,0.044936,0.078826,0.069091,0.01279,0.074913,0.075375
0.067372,0.152692,0.108125,0.304114,0.325941,0.013708,0.111323,0.075375
0.051003,0.112441,0.098398,0.148123,0.186494,0.013367,0.09528,0.075375
0.051287,0.141221,0.118287,0.106654,0.18149,0.014846,0.110859,0.05501
0.054434,0.171422,0.141274,0.108007,0.201762,0.016438,0.113387,0.064833
0.066477,0.179972,0.146726,0.106709,0.205291,0.017462,0.11545,0.076621
0.06074,0.161362,0.121819,0.138045,0.208755,0.016324,0.095538,0.063851
0.058593,0.175722,0.12054,0.137521,0.207279,0.016097,0.071757,0.066798
0.056498,0.170382,0.114729,0.108504,0.179971,0.016211,0.077276,0.065324
0.059824,0.175072,0.103133,0.102927,0.165965,0.016666,0.089399,0.071218
0.065277,0.196822,0.120335,0.113639,0.188611,0.017178,0.089709,0.069253
0.066088,0.202572,0.120002,0.099696,0.177534,0.01257,0.092185,0.078094
0.080867,0.215072,0.098423,0.119437,0.174775,0.01075,0.084498,0.079077
0.068951,0.187082,0.139917,0.16709,0.246391,0.013765,0.076399,0.07613
0.076709,0.201072,0.209773,0.188984,0.32175,0.018543,0.079701,0.073674
0.073688,0.170182,0.165054,0.154583,0.257704,0.014959,0.071653,0.080059
0.057445,0.165022,0.112732,0.118443,0.18598,0.011717,0.101161,0.062377
0.066772,0.193522,0.121077,0.1291,0.201227,0.01331,0.119938,0.068271
0.059856,0.169932,0.072186,0.121287,0.15431,0.012058,0.114006,0.071218
0.054508,0.151492,0.054574,0.124903,0.142356,0.010181,0.092597,0.060904
0.052308,0.154082,0.071136,0.180149,0.198961,0.010864,0.097292,0.061395
0.040665,0.121771,0.082783,0.157372,0.190621,0.010295,0.102915,0.054519
0.052624,0.142331,0.072493,0.169934,0.191091,0.010295,0.113645,0.051081
0.065203,0.148071,0.122255,0.138377,0.209311,0.010295,0.13593,0.054028
0.060477,0.159592,0.103824,0.12159,0.180784,0.010636,0.15316,0.060413
0.059477,0.155312,0.077177,0.101022,0.14272,0.010238,0.171679,0.065324
0.053455,0.135211,0.094507,0.104141,0.144623,0.00967,0.121383,0.056483
0.066898,0.165202,0.149619,0.137245,0.225948,0.010807,0.11251,0.060413
0.069835,0.141721,0.117519,0.293374,0.325364,0.011205,0.10503,0.079077
0.053382,0.130141,0.08844,0.194754,0.223852,0.009897,0.100026,0.059921
0.055677,0.143381,0.096759,0.181309,0.22088,0.010807,0.091875,0.054028
0.078267,0.180062,0.20619,0.203313,0.329769,0.014675,0.098891,0.0722
0.097816,0.192272,0.219705,0.174379,0.318692,0.015073,0.110137,0.090373
0.101795,0.221602,0.174807,0.165903,0.273956,0.015642,0.089347,0.101179
0.0931,0.202992,0.179696,0.104417,0.230674,0.015471,0.115141,0.096758
0.071572,0.137571,0.082169,0.136637,0.172594,0.01058,0.096879,0.066798
0.070762,0.133771,0.112246,0.138597,0.199196,0.010295,0.114367,0.052063
0.07352,0.152962,0.143859,0.145306,0.231422,0.011547,0.134847,0.057466
0.069277,0.137961,0.14862,0.191607,0.272267,0.01166,0.135259,0.063851
0.085373,0.159382,0.194517,0.183711,0.304856,0.012002,0.196337,0.069253
0.085583,0.185032,0.180771,0.248675,0.343584,0.014618,0.140212,0.085953
0.083941,0.221842,0.161163,0.182496,0.27603,0.015642,0.112819,0.082515
0.084604,0.232032,0.210592,0.176781,0.312918,0.01786,0.137684,0.079568
0.109185,0.295753,0.214816,0.162065,0.30507,0.020761,0.131184,0.111002
0.089026,0.250613,0.204961,0.164936,0.299061,0.019908,0.118597,0.102161
0.079878,0.216482,0.158399,0.178299,0.27047,0.015699,0.128553,0.082024
0.085373,0.233052,0.125838,0.165627,0.233497,0.015699,0.110807,0.083497
0.055519,0.164062,0.105155,0.187134,0.212604,0.0124,0.114831,0.070236
0.060424,0.177242,0.138407,0.157289,0.237538,0.015642,0.166314,0.070236
0.075414,0.199882,0.147622,0.134125,0.227295,0.014163,0.112149,0.067289
0.08872,0.250643,0.179414,0.139895,0.25826,0.017121,0.09724,0.091356
0.089973,0.240032,0.199355,0.129928,0.267241,0.018884,0.168481,0.092338
0.080867,0.237882,0.142067,0.135533,0.218592,0.015699,0.178179,0.085462
0.079741,0.235942,0.161214,0.097764,0.210466,0.01769,0.159092,0.090373
0.069772,0.191292,0.094686,0.121563,0.173321,0.01348,0.131958,0.073674
0.071646,0.188882,0.133671,0.140751,0.22073,0.014391,0.148414,0.073183
0.072983,0.194782,0.159423,0.133352,0.236405,0.014561,0.140831,0.073183
0.087657,0.245512,0.304152,0.132772,0.356992,0.018486,0.143977,0.083988
0.089426,0.231112,0.178518,0.145941,0.262237,0.017007,0.136085,0.091847
0.086352,0.254533,0.24218,0.138432,0.309604,0.01877,0.18081,0.086935
0.098331,0.285543,0.202606,0.074324,0.226889,0.018998,0.183183,0.108546
0.053645,0.132181,0.097425,0.048564,0.119068,0.011945,0.145938,0.0722
0.036023,0.109421,0.09292,0.097322,0.153006,0.011035,0.117359,0.049607
0.02737,0.113821,0.068602,0.115848,0.14674,0.009385,0.113026,0.042731
0.05615,0.150942,0.060103,0.193788,0.200372,0.010125,0.094712,0.05501
0.049855,0.135341,0.058721,0.219216,0.218891,0.010409,0.063864,0.058939
0.040255,0.122551,0.103056,0.20058,0.241494,0.010466,0.066443,0.057957
0.038781,0.117831,0.044898,0.188846,0.183842,0.010181,0.05592,0.051081
0.048392,0.121361,0.028413,0.037079,0.035306,0.013025,0.064792,0.048625
0.049876,0.125081,0.102826,0.105025,0.167312,0.012058,0.074491,0.051572
0.054224,0.173712,0.044936,0.078826,0.069091,0.016097,0.090018,0.067289
0.053898,0.174062,0.044936,0.078826,0.069091,0.016666,0.124168,0.06778
0.050529,0.153702,0.044936,0.078826,0.069091,0.013082,0.092133,0.065324
0.053255,0.184812,0.044936,0.078826,0.069091,0.012912,0.092649,0.068271
0.077194,0.257383,0.044936,0.078826,0.069091,0.018258,0.114109,0.084971
0.069709,0.217252,0.139661,0.049393,0.154994,0.018486,0.115295,0.092338
0.069035,0.209602,0.070291,0.084042,0.12388,0.015528,0.101883,0.074165
0.045581,0.146691,0.099217,0.065599,0.13376,0.010693,0.075574,0.070236
0.019612,0.094551,0.104336,0.067918,0.129076,0.009044,0.063451,0.044204
0.054971,0.203422,0.12932,0.100497,0.185895,0.009328,0.070415,0.058448
0.07612,0.188482,0.219833,0.095445,0.252999,0.011376,0.106835,0.077112
0.091036,0.222602,0.079353,0.084263,0.131664,0.016154,0.135517,0.082024
0.106985,0.261693,0.100548,0.095224,0.157539,0.018031,0.133918,0.098232
0.099689,0.221172,0.244714,0.126063,0.302119,0.0186,0.126283,0.104126
0.082562,0.152152,0.189167,0.095086,0.231743,0.014789,0.113232,0.086935
0.052213,0.100411,0.152434,0.089812,0.197015,0.010864,0.086407,0.061886
0.050213,0.119481,0.112195,0.085422,0.159956,0.01058,0.079494,0.051572
0.055298,0.130561,0.1638,0.104197,0.217629,0.012286,0.092339,0.05501
0.062951,0.168102,0.15653,0.095555,0.204841,0.01348,0.102347,0.074656
0.057845,0.136611,0.122792,0.088901,0.171524,0.012798,0.098891,0.069745
0.052455,0.120181,0.12955,0.094313,0.18134,0.012457,0.094454,0.063851
0.068098,0.182672,0.148441,0.078382,0.184804,0.017064,0.117204,0.075147
0.037444,0.084121,0.082911,0.057068,0.113551,0.009499,0.087645,0.049607
0.040276,0.103831,0.09507,0.059746,0.125762,0.010523,0.086459,0.045187
0.061424,0.196302,0.137792,0.089757,0.18474,0.014277,0.109724,0.070236
0.033296,0.126101,0.105181,0.061458,0.135577,0.010466,0.093165,0.062377
0.037476,0.117991,0.138816,0.072308,0.171845,0.011205,0.080733,0.052063
0.029223,0.116051,0.117519,0.067615,0.150653,0.009613,0.041888,0.051572
0.023843,0.109481,0.139405,0.050469,0.155614,0.009783,0.039515,0.04666
0.051687,0.133681,0.146419,0.038349,0.152086,0.010921,0.051535,0.045678
0.043244,0.150762,0.231019,0.106709,0.275731,0.013367,0.090482,0.071709
0.05235,0.203412,0.278631,0.09757,0.308449,0.015813,0.077534,0.083988
0.016643,0.058701,0.091179,0.034484,0.102966,0.009328,0.038793,0.049607
0.017664,0.081341,0.106998,0.020486,0.10534,0.009328,0.039773,0.040275
0.023275,0.126571,0.076358,0.015157,0.075594,0.008759,0.035182,0.045678
0.024633,0.092081,0.095505,0.027858,0.101448,0.009499,0.036678,0.049116
0.026517,0.102931,0.105386,0.042684,0.121186,0.009954,0.037194,0.049116
0.030623,0.108511,0.10472,0.04931,0.12574,0.010409,0.041991,0.053536
0.038107,0.132201,0.139482,0.055329,0.159485,0.012172,0.053547,0.06778
0.031739,0.158122,0.130983,0.04804,0.146697,0.011148,0.050709,0.06336
0.024928,0.128791,0.103492,0.026091,0.106751,0.009499,0.037245,0.055992
0.022085,0.092091,0.093432,0.024848,0.097385,0.008759,0.034563,0.047151
0.024549,0.090191,0.093406,0.030066,0.101384,0.008987,0.038122,0.06336
0.022633,0.099251,0.108483,0.040558,0.122105,0.009271,0.026567,0.044695
0.029454,0.113571,0.111222,0.049531,0.131365,0.00984,0.022027,0.054519
0.041529,0.158632,0.159448,0.069133,0.186814,0.0124,0.0309,0.068762
0.039455,0.132111,0.119439,0.056461,0.143575,0.010978,0.020789,0.059921
0.042781,0.145401,0.152844,0.065102,0.178196,0.012969,0.030694,0.060904
0.037412,0.140861,0.222828,0.056267,0.229818,0.01331,0.036936,0.062377
0.028465,0.092791,0.138816,0.029376,0.138764,0.010238,0.022388,0.04666
0.020812,0.079151,0.10298,0.009718,0.0933,0.008987,0.016456,0.041749
0.018938,0.065901,0.120053,0.019851,0.115626,0.008191,0.016198,0.033399
0.033602,0.115351,0.1199,0.028161,0.121977,0.008191,0.019861,0.037819
0.05215,0.188412,0.178032,0.057178,0.193101,0.01279,0.029043,0.066798
0.057898,0.206232,0.219116,0.096438,0.257832,0.009726,0.024607,0.0722
0.042792,0.151132,0.109917,0.064798,0.142078,0.009726,0.006242,0.065815
0.036286,0.127461,0.068423,0.027858,0.078737,0.009101,0.124271,0.056483
0.034633,0.105101,0.074745,0.028907,0.084896,0.009158,0.221305,0.048134
0.031065,0.100831,0.052629,0.014301,0.055022,0.008532,0.148672,0.041749
0.025475,0.089421,0.066298,0.015489,0.067297,0.008475,0.148878,0.043222
0.019359,0.090521,0.069242,0.015903,0.069991,0.008304,0.145783,0.036346
0.020801,0.087081,0.063841,0.006847,0.058123,0.008134,0.152953,0.037819
0.024064,0.089801,0.053781,0.051877,0.085153,0.00967,0.11576,0.035855
0.028749,0.092641,0.084088,0.081033,0.133097,0.010181,0.118442,0.061395
0.017759,0.066291,0.08524,0.053948,0.113081,0.009783,0.115708,0.039784
0.020054,0.060581,0.093406,0.053617,0.119624,0.010011,0.116998,0.039784
0.018738,0.066081,0.110275,0.0582,0.137267,0.010125,0.117926,0.040275
0.019685,0.071121,0.13385,0.061651,0.159635,0.010523,0.118803,0.041749
0.016906,0.059221,0.114908,0.060077,0.142613,0.010125,0.11968,0.040275
0.017717,0.060691,0.098193,0.051022,0.121613,0.00984,0.120093,0.039293
0.014927,0.052271,0.103261,0.049117,0.124372,0.010068,0.121021,0.039784
0.018033,0.064961,0.076563,0.042269,0.096765,0.009897,0.118545,0.038802
0.023454,0.076961,0.112937,0.057758,0.139191,0.010409,0.122208,0.040766
0.034802,0.114501,0.183996,0.094174,0.221821,0.011717,0.130616,0.047151
0.023854,0.083811,0.122869,0.084594,0.168231,0.010864,0.122827,0.04666
0.021749,0.084271,0.083423,0.07899,0.130937,0.010693,0.117256,0.043713
0.028675,0.106511,0.089643,0.068774,0.128221,0.010523,0.102863,0.043222
0.013801,0.050111,0.055496,0.056543,0.090242,0.009613,0.100387,0.039293
0.022528,0.088161,0.095147,0.09434,0.152599,0.010352,0.103792,0.040766
0.022591,0.095751,0.088082,0.075152,0.131878,0.010466,0.103482,0.04224
0.023401,0.075231,0.127656,0.094561,0.17995,0.010921,0.103946,0.043713
0.022243,0.069211,0.091589,0.064716,0.126724,0.01075,0.104565,0.042731
0.022043,0.075931,0.098935,0.074903,0.140752,0.01058,0.116533,0.041749
0.019001,0.071681,0.108739,0.061568,0.138614,0.010466,0.127005,0.041257
0.017054,0.067411,0.068423,0.04042,0.088532,0.010068,0.121795,0.039293
0.018359,0.057081,0.065709,0.043429,0.088596,0.010011,0.115347,0.037819
0.018054,0.074231,0.073337,0.051657,0.101362,0.010181,0.107506,0.039293
0.02757,0.099851,0.136897,0.06825,0.16729,0.011035,0.124787,0.042731
0.02498,0.099281,0.075795,0.074876,0.123688,0.010693,0.120712,0.044204
0.02378,0.088721,0.074694,0.061541,0.11013,0.010523,0.122724,0.041257
0.02297,0.085391,0.079967,0.052982,0.107927,0.010466,0.126438,0.040766
0.020054,0.089661,0.058619,0.03556,0.076599,0.010068,0.120144,0.037819
0.022749,0.114371,0.058363,0.036334,0.076984,0.010011,0.116533,0.045187
0.018833,0.085811,0.075257,0.041027,0.09546,0.010238,0.098427,0.041257
0.017369,0.076041,0.071213,0.045113,0.094519,0.010238,0.099458,0.038802
0.015538,0.071961,0.05588,0.026339,0.067147,0.010181,0.10147,0.03831
0.016517,0.061841,0.078764,0.035064,0.093022,0.010238,0.102089,0.039293
0.014148,0.052131,0.09507,0.036113,0.108547,0.010352,0.111478,0.040275
0.013527,0.04755,0.060462,0.025649,0.07044,0.010011,0.127212,0.037819
0.011485,0.04672,0.067527,0.031115,0.080577,0.010011,0.125303,0.03831
0.013432,0.04968,0.059054,0.03222,0.074375,0.009954,0.125561,0.037328
0.013601,0.04537,0.083884,0.053755,0.111776,0.010125,0.125355,0.039293
0.015348,0.062441,0.093969,0.052126,0.11894,0.010295,0.124581,0.039784
0.019675,0.070921,0.059463,0.040751,0.081325,0.010068,0.125509,0.038802
0.016201,0.064711,0.089976,0.045086,0.110173,0.009499,0.115553,0.038802
0.015948,0.064901,0.078099,0.043788,0.099245,0.008248,0.116585,0.032908
0.016811,0.058481,0.064737,0.038818,0.084212,0.008134,0.100954,0.030943
0.016011,0.064111,0.102928,0.050525,0.125184,0.008532,0.097189,0.032417
0.016948,0.074711,0.139891,0.055329,0.159806,0.009214,0.126644,0.038802
0.01298,0.058541,0.098116,0.055936,0.125377,0.008759,0.122156,0.034381
0.012632,0.058321,0.080582,0.046549,0.103436,0.009385,0.090895,0.034872
0.015348,0.069471,0.066349,0.040254,0.085495,0.010181,0.056951,0.038802
0.011622,0.0453,0.051426,0.033352,0.068879,0.009954,0.055868,0.037328
0.026917,0.055661,0.095095,0.038349,0.109232,0.010125,0.060975,0.039293
0.017685,0.079731,0.083346,0.035312,0.097064,0.009613,0.056487,0.037819
0.014727,0.060481,0.065761,0.027885,0.07662,0.00802,0.063967,0.030452
0.017927,0.076711,0.073824,0.026532,0.082309,0.007736,0.082125,0.028487
0.019022,0.086801,0.075667,0.026974,0.084169,0.008248,0.076864,0.035855
0.017401,0.072761,0.078175,0.027029,0.086308,0.010011,0.05788,0.037819
0.015675,0.060151,0.066349,0.027112,0.076513,0.00967,0.058396,0.03831
0.013517,0.04855,0.068883,0.026726,0.07831,0.007906,0.056796,0.02947
0.014611,0.04867,0.080018,0.030453,0.090499,0.008248,0.070828,0.030943
0.01299,0.04596,0.083397,0.038984,0.099523,0.008987,0.082744,0.033399
0.013106,0.0437,0.082373,0.037659,0.098048,0.009101,0.084137,0.033399
0.017759,0.04589,0.067655,0.032247,0.081582,0.007337,0.067578,0.033399
0.015232,0.04953,0.041673,0.019437,0.049719,0.003868,0.038844,0.026031
0.017232,0.053621,0.032228,0.017587,0.040588,0.003583,0.046789,0.025049
0.013022,0.057191,0.044182,0.02344,0.055065,0.003299,0.051019,0.02554
0.013495,0.065691,0.061051,0.031585,0.075466,0.002844,0.053443,0.028978
0.015138,0.077461,0.064813,0.03291,0.077968,0.002958,0.045035,0.031434
0.017117,0.085371,0.070982,0.031833,0.082394,0.003128,0.04942,0.035855
0.019338,0.075681,0.069907,0.057869,0.103287,0.003868,0.050297,0.036346
0.019043,0.050381,0.056853,0.077388,0.1075,0.003982,0.04813,0.037819
0.016253,0.04687,0.065402,0.053147,0.095738,0.003583,0.048749,0.028487
0.014317,0.057271,0.05524,0.042822,0.078075,0.003015,0.044158,0.023576
0.016664,0.056091,0.060052,0.037521,0.079101,0.003015,0.048955,0.027505
0.014664,0.04821,0.060257,0.039729,0.0797,0.002901,0.053495,0.024067
0.012211,0.055591,0.044438,0.027333,0.055792,0.001877,0.050142,0.022102
0.012938,0.059281,0.044284,0.026339,0.055642,0.002503,0.053443,0.023084
0.015011,0.052981,0.044873,0.032855,0.062229,0.002901,0.053547,0.02554
0.015169,0.056811,0.057774,0.036499,0.073926,0.003015,0.055662,0.023576
0.01678,0.082281,0.069139,0.031033,0.075637,0.00273,0.056177,0.032908
0.017317,0.078821,0.06809,0.03233,0.075658,0.002616,0.057828,0.03389
0.020306,0.088541,0.064762,0.036775,0.076342,0.002616,0.057673,0.034872
0.019759,0.088841,0.058388,0.03661,0.072579,0.002446,0.060665,0.037819
0.021391,0.080841,0.053192,0.042849,0.07769,0.003071,0.062058,0.038802
0.018612,0.053751,0.077177,0.039094,0.094605,0.002958,0.059169,0.028487
0.01579,0.0496,0.070726,0.036306,0.087184,0.002673,0.059943,0.024558
0.011032,0.03178,0.076076,0.039122,0.09392,0.002901,0.056384,0.023084
0.007537,0.03148,0.053806,0.031447,0.06935,0.002503,0.048388,0.022593
0.010811,0.03433,0.050095,0.042104,0.074503,0.002787,0.047459,0.024558
0.012495,0.0391,0.057774,0.042021,0.076556,0.003015,0.048543,0.022593
0.009148,0.02468,0.05437,0.047846,0.082351,0.003128,0.057106,0.022593
0.010337,0.02157,0.071059,0.053976,0.101234,0.003356,0.064586,0.023576
0.014106,0.0316,0.096555,0.047653,0.117187,0.003527,0.068403,0.026523
0.017096,0.04395,0.115062,0.039509,0.124885,0.004095,0.066649,0.027014
0.014664,0.053091,0.08158,0.037852,0.095952,0.003242,0.064999,0.034872
0.01099,0.04642,0.053678,0.032855,0.065736,0.002389,0.057364,0.021611
0.018538,0.082381,0.051298,0.025649,0.062549,0.002389,0.058499,0.030943
0.010253,0.054061,0.056289,0.03487,0.07322,0.002503,0.059118,0.034872
0.011001,0.04584,0.047561,0.02899,0.061053,0.002332,0.055404,0.023576
0.009106,0.02813,0.0664,0.035837,0.083014,0.002673,0.048233,0.022593
0.011537,0.04949,0.072697,0.029183,0.080234,0.002332,0.037503,0.026523
0.012169,0.04803,0.062458,0.0328,0.075487,0.002503,0.037142,0.028978
0.011601,0.04492,0.065044,0.03164,0.078844,0.002503,0.038019,0.024558
0.009622,0.04353,0.068627,0.027554,0.078673,0.002503,0.041217,0.02554
0.011285,0.056991,0.057953,0.027554,0.06982,0.002446,0.042146,0.026031
0.012022,0.051171,0.072314,0.026035,0.080641,0.00256,0.042868,0.026031
0.015274,0.059201,0.070957,0.026118,0.079422,0.002787,0.044313,0.027505
0.014769,0.062641,0.061844,0.031171,0.075851,0.002616,0.047356,0.027996
0.019738,0.078741,0.074054,0.036527,0.090114,0.002901,0.051535,0.031434
0.019612,0.057521,0.082297,0.046797,0.104976,0.003527,0.048182,0.031925
0.023749,0.04849,0.084882,0.054252,0.112974,0.004038,0.049162,0.032417
0.012148,0.03213,0.054856,0.044506,0.080192,0.003128,0.044983,0.025049
0.007674,0.02592,0.057313,0.041966,0.080384,0.002275,0.042094,0.020629
0.008306,0.02204,0.05739,0.03799,0.077412,0.001593,0.039515,0.018664
0.014938,0.04247,0.067604,0.036195,0.084575,0.001763,0.041321,0.02112
0.012411,0.04152,0.055137,0.028879,0.068452,0.001536,0.041527,0.022593
0.012422,0.04367,0.043567,0.028934,0.056626,0.002446,0.039257,0.02112
0.014864,0.053651,0.043618,0.027305,0.054723,0.002616,0.043332,0.023576
0.013569,0.04718,0.045666,0.02979,0.057866,0.002901,0.044158,0.02554
0.010874,0.03294,0.059771,0.035091,0.0726,0.002616,0.03967,0.022102
0.009695,0.03321,0.048456,0.032413,0.064581,0.002616,0.039928,0.02112
0.009895,0.03894,0.046588,0.02921,0.0587,0.002446,0.040856,0.022102
0.008348,0.02954,0.046613,0.027278,0.058444,0.002275,0.044313,0.02112
0.008443,0.02304,0.041008,0.023992,0.051729,0.002218,0.053031,0.017682
0.010801,0.03587,0.040726,0.021701,0.049291,0.002275,0.052154,0.017191
0.012485,0.04141,0.048252,0.024876,0.057332,0.002389,0.051741,0.02112
0.011116,0.04103,0.059694,0.026836,0.068152,0.002503,0.050658,0.022593
0.013359,0.051381,0.062638,0.025207,0.069392,0.002446,0.048285,0.023084
0.019612,0.072311,0.061102,0.026753,0.070226,0.002503,0.048749,0.027505
0.019412,0.066941,0.050581,0.023551,0.060112,0.002446,0.047717,0.029961
0.019654,0.076521,0.046025,0.02079,0.050339,0.002332,0.047047,0.031925
0.016338,0.062741,0.048943,0.021342,0.053889,0.002446,0.04488,0.028978
0.013359,0.056751,0.053525,0.021839,0.06071,0.00256,0.038329,0.026031
0.013717,0.052551,0.073696,0.028106,0.081624,0.003071,0.042198,0.026031
0.015811,0.061391,0.070419,0.034346,0.085474,0.003242,0.044519,0.027505
0.012327,0.04783,0.059105,0.028493,0.071467,0.003015,0.04911,0.027996
0.012474,0.051771,0.055086,0.027333,0.067126,0.002958,0.049213,0.023084
0.013959,0.064041,0.045206,0.025483,0.057332,0.002958,0.039876,0.026523
0.011927,0.052671,0.05268,0.023965,0.062485,0.003128,0.038019,0.02554
0.012001,0.053111,0.059438,0.027029,0.06905,0.003071,0.041579,0.026523
0.014464,0.063931,0.064685,0.030646,0.075786,0.002901,0.04586,0.02947
0.016559,0.053381,0.056136,0.030508,0.068836,0.002958,0.044261,0.027014
0.013601,0.053131,0.057262,0.029625,0.069628,0.003128,0.046428,0.024067
0.016811,0.052911,0.059105,0.031944,0.072793,0.003413,0.049265,0.025049
0.019496,0.04935,0.047023,0.027747,0.059278,0.003299,0.049471,0.024067
0.01298,0.0473,0.061818,0.032717,0.075017,0.003925,0.057416,0.026031
0.015496,0.059071,0.062049,0.031171,0.074739,0.00364,0.0634,0.02947
0.014201,0.055051,0.058132,0.028631,0.068901,0.001991,0.061697,0.025049
0.01338,0.04499,0.048303,0.027333,0.061437,0.002616,0.059118,0.019646
0.013895,0.04631,0.057595,0.027664,0.069029,0.003754,0.057364,0.021611
0.011716,0.03962,0.070112,0.029956,0.080448,0.003811,0.056435,0.024067
0.012095,0.04223,0.061051,0.031115,0.07399,0.003583,0.057622,0.024067
0.010222,0.03298,0.064583,0.029625,0.076321,0.003697,0.056796,0.024067
0.012716,0.04121,0.061998,0.025732,0.068708,0.004038,0.056126,0.026523
0.007032,0.0213,0.057774,0.031612,0.071103,0.00364,0.05659,0.023084
0.008043,0.02071,0.043311,0.033131,0.061673,0.003527,0.05788,0.020138
0.005937,0.02037,0.035171,0.029072,0.051494,0.003413,0.058602,0.017682
0.007958,0.02935,0.032048,0.029818,0.049291,0.003242,0.056332,0.016699
0.011232,0.03426,0.034147,0.03302,0.052926,0.003527,0.057106,0.017682
0.009106,0.02962,0.034557,0.037769,0.057011,0.003811,0.060872,0.018664
0.012664,0.04676,0.03681,0.034953,0.057246,0.003242,0.061955,0.020138
0.01458,0.051091,0.027082,0.033904,0.04835,0.002218,0.06082,0.020138
0.015348,0.04703,0.052271,0.038045,0.071552,0.002958,0.061955,0.020629
0.011464,0.04178,0.034787,0.034594,0.050574,0.002503,0.058654,0.020629
0.013569,0.03961,0.062254,0.038128,0.081432,0.003071,0.061852,0.019646
0.013895,0.054491,0.04477,0.033462,0.063127,0.002616,0.059685,0.023084
0.01138,0.03284,0.047765,0.048868,0.07538,0.003527,0.058292,0.021611
0.012538,0.04524,0.080889,0.038018,0.09484,0.003242,0.063915,0.02554
0.017054,0.04347,0.081452,0.035671,0.095032,0.003356,0.059066,0.025049
0.018854,0.04265,0.094097,0.048123,0.111883,0.00455,0.062161,0.032908
0.022833,0.03848,0.040419,0.085478,0.100058,0.004721,0.05984,0.034381
0.015685,0.03419,0.04582,0.060547,0.085196,0.004266,0.05659,0.02947
0.012685,0.03299,0.05268,0.046825,0.080063,0.002673,0.045086,0.021611
0.015843,0.04454,0.040803,0.044009,0.068216,0.00256,0.035285,0.02112
0.019538,0.057841,0.051451,0.037631,0.07074,0.003128,0.039154,0.025049
0.01579,0.059461,0.054779,0.034152,0.070226,0.003242,0.038122,0.026523
0.017748,0.03721,0.052322,0.060961,0.089815,0.003811,0.039309,0.025049
0.018148,0.03945,0.058491,0.054114,0.089579,0.003811,0.041063,0.027996
0.00879,0.0227,0.040112,0.033904,0.059769,0.002218,0.038329,0.017682
0.008716,0.02737,0.04774,0.028134,0.061673,0.001593,0.040289,0.013261
0.010085,0.03206,0.045948,0.02667,0.058807,0.001593,0.042249,0.014244
0.008727,0.02615,0.055624,0.027029,0.067275,0.00182,0.043384,0.013752
0.010969,0.04279,0.065351,0.023909,0.071232,0.001991,0.043281,0.018173
0.016959,0.056321,0.073798,0.032413,0.084319,0.002673,0.044158,0.025049
0.018506,0.052241,0.069498,0.039757,0.08742,0.003754,0.045138,0.027014
0.026033,0.064311,0.063789,0.052098,0.091889,0.004038,0.047356,0.028978
0.03376,0.074931,0.077945,0.064909,0.112846,0.006769,0.05107,0.040766
0.036939,0.077741,0.071418,0.075041,0.115134,0.004721,0.059118,0.04224
0.047834,0.088311,0.04477,0.073661,0.091632,0.004778,0.052205,0.039293
0.056887,0.099271,0.030231,0.072667,0.078652,0.008248,0.052463,0.048625
0.022696,0.04927,0.045001,0.076946,0.096422,0.005802,0.051947,0.037819
0.041044,0.081811,0.057364,0.092987,0.118299,0.005062,0.059066,0.037328
0.041128,0.077921,0.042646,0.09619,0.11013,0.006371,0.058035,0.051572
0.051929,0.103981,0.061255,0.089591,0.12063,0.004721,0.062316,0.047642
0.045139,0.088351,0.051119,0.084456,0.108184,0.008759,0.06603,0.048625
0.058203,0.112001,0.054216,0.090254,0.115262,0.005574,0.068042,0.051081
0.053234,0.111191,0.054958,0.092573,0.117679,0.006541,0.072427,0.050589
0.05174,0.118251,0.058696,0.09677,0.124008,0.007053,0.07578,0.053045
0.059845,0.126811,0.046537,0.095224,0.112675,0.006939,0.070828,0.059921
0.065803,0.129051,0.080172,0.099034,0.143276,0.006769,0.068507,0.059921
0.030023,0.04856,0.089362,0.068802,0.128007,0.006143,0.06015,0.04224
0.015843,0.0299,0.068602,0.057951,0.098924,0.006769,0.057003,0.035855
0.018643,0.04133,0.053474,0.055853,0.083763,0.005859,0.055765,0.033399
0.018822,0.04454,0.048892,0.063114,0.086393,0.005915,0.05432,0.030943
0.018748,0.04163,0.10065,0.051104,0.118534,0.005062,0.061181,0.028978
0.032286,0.072091,0.106026,0.066786,0.135855,0.005915,0.064173,0.036346
0.021054,0.04658,0.063226,0.063611,0.102153,0.00529,0.053959,0.03389
0.026886,0.057901,0.091205,0.052043,0.115797,0.005176,0.048697,0.027505
0.041107,0.076131,0.097246,0.042849,0.111926,0.00529,0.04782,0.045187
0.056277,0.091261,0.060667,0.047902,0.087612,0.003868,0.049523,0.038802
0.059203,0.102521,0.056136,0.069547,0.10025,0.003811,0.071292,0.049116
0.042918,0.084491,0.050325,0.069244,0.095439,0.004721,0.068352,0.041257
0.026665,0.077841,0.059719,0.072943,0.10643,0.00455,0.075058,0.033399
0.01738,0.057581,0.052373,0.071149,0.094455,0.003697,0.075368,0.031434
